Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-31 00:00:00-04:00,69.43000030517578,71.83000183105469,68.80999755859375,71.4800033569336,313087,0.0,0.0
2025-04-01 00:00:00-04:00,71.38999938964844,72.0999984741211,71.02999877929688,71.19999694824219,272832,0.0,0.0
2025-04-02 00:00:00-04:00,71.19999694824219,72.27999877929688,70.58999633789062,71.70999908447266,286501,0.0,0.0
2025-04-03 00:00:00-04:00,70.37999725341797,70.41000366210938,65.9800033569336,66.94999694824219,459238,0.0,0.0
2025-04-04 00:00:00-04:00,66.63999938964844,66.9000015258789,60.45000076293945,61.9900016784668,559638,0.0,0.0
2025-04-07 00:00:00-04:00,61.119998931884766,63.900001525878906,58.95000076293945,60.70000076293945,597617,0.0,0.0
2025-04-08 00:00:00-04:00,61.029998779296875,61.75,57.880001068115234,59.58000183105469,557655,0.0,0.0
2025-04-09 00:00:00-04:00,58.31999969482422,62.93000030517578,55.119998931884766,62.349998474121094,592250,0.0,0.0
2025-04-10 00:00:00-04:00,62.709999084472656,63.34000015258789,58.7599983215332,60.06999969482422,391826,0.0,0.0
2025-04-11 00:00:00-04:00,60.20000076293945,61.869998931884766,59.43000030517578,61.5,306231,0.0,0.0
2025-04-14 00:00:00-04:00,61.70000076293945,62.68000030517578,60.59000015258789,61.529998779296875,238068,0.0,0.0
2025-04-15 00:00:00-04:00,61.58000183105469,62.060001373291016,60.880001068115234,61.33000183105469,197404,0.0,0.0
2025-04-16 00:00:00-04:00,61.540000915527344,62.97999954223633,60.439998626708984,62.470001220703125,213194,0.0,0.0
2025-04-17 00:00:00-04:00,62.630001068115234,64.86000061035156,62.61000061035156,64.68000030517578,111479,0.0,0.0
2025-04-21 00:00:00-04:00,64.30000305175781,64.41999816894531,62.45000076293945,63.08000183105469,82671,0.0,0.0
2025-04-22 00:00:00-04:00,63.43000030517578,65.08999633789062,63.43000030517578,64.30999755859375,297928,0.0,0.0
2025-04-23 00:00:00-04:00,64.0,64.87000274658203,61.529998779296875,62.27000045776367,397841,0.0,0.0
2025-04-24 00:00:00-04:00,62.34000015258789,63.310001373291016,61.9900016784668,62.790000915527344,264908,0.0,0.0
2025-04-25 00:00:00-04:00,62.86000061035156,63.40999984741211,61.79999923706055,63.02000045776367,283758,0.0,0.0
2025-04-28 00:00:00-04:00,63.4900016784668,63.91999816894531,61.47999954223633,62.04999923706055,276116,0.0,0.0
2025-04-29 00:00:00-04:00,61.869998931884766,62.06999969482422,60.119998931884766,60.41999816894531,276116,0.0,0.0
2025-04-30 00:00:00-04:00,58.15999984741211,58.459999084472656,58.099998474121094,58.400001525878906,1729,0.0,0.0
